flightTime,trackId,state,battery,speed
2026-06-04 10:03:23.000,drone_002,CRUISING,81.5,179.58
2026-06-04 10:03:24.000,drone_001,CRUISING,86.4,205.92
2026-06-04 10:03:24.000,drone_002,CRUISING,81.4,176.55
2026-06-04 10:03:25.000,drone_001,CRUISING,86.3,206.3
2026-06-04 10:03:25.000,drone_002,CRUISING,81.3,177.21
2026-06-04 10:03:26.000,drone_001,CRUISING,86.3,207.76
2026-06-04 10:03:26.000,drone_002,CRUISING,81.3,176.91
2026-06-04 10:03:27.000,drone_001,CRUISING,86.2,196.26
2026-06-04 10:03:27.000,drone_002,CRUISING,81.2,184.59
2026-06-04 10:03:28.000,drone_001,CRUISING,86.1,204.15
2026-06-04 10:03:28.000,drone_002,CRUISING,81.1,184.55
2026-06-04 10:03:29.000,drone_001,CRUISING,86.1,208.83
2026-06-04 10:03:29.000,drone_002,CRUISING,81.1,186.57
2026-06-04 10:03:30.000,drone_001,CRUISING,86.0,206.75
2026-06-04 10:03:30.000,drone_002,CRUISING,81.0,177.77
2026-06-04 10:03:31.000,drone_001,CRUISING,85.9,201.66
2026-06-04 10:03:31.000,drone_002,CRUISING,80.9,188.02
2026-06-04 10:03:32.000,drone_001,CRUISING,85.9,209.94
2026-06-04 10:03:32.000,drone_002,CRUISING,80.9,176.08
2026-06-04 10:03:33.000,drone_001,CRUISING,85.8,193.35
2026-06-04 10:03:33.000,drone_002,CRUISING,80.8,183.21
2026-06-04 10:03:34.000,drone_001,CRUISING,85.7,194.21
2026-06-04 10:03:34.000,drone_002,CRUISING,80.7,180.27
2026-06-04 10:03:35.000,drone_001,CRUISING,85.7,195.47
2026-06-04 10:03:35.000,drone_002,CRUISING,80.7,185.05
2026-06-04 10:03:36.000,drone_001,CRUISING,85.6,196.28
2026-06-04 10:03:36.000,drone_002,CRUISING,80.6,186.83
2026-06-04 10:03:37.000,drone_001,CRUISING,85.5,199.08
2026-06-04 10:03:37.000,drone_002,CRUISING,80.5,186.99
2026-06-04 10:03:38.000,drone_001,CRUISING,85.5,193.71
2026-06-04 10:03:38.000,drone_002,CRUISING,80.5,178.34
2026-06-04 10:03:39.000,drone_001,CRUISING,85.4,205.92
2026-06-04 10:03:39.000,drone_002,CRUISING,80.4,182.03
2026-06-04 10:03:40.000,drone_001,CRUISING,85.3,191.88
2026-06-04 10:03:40.000,drone_002,CRUISING,80.3,183.38
2026-06-04 10:03:41.000,drone_001,CRUISING,85.3,206.55
2026-06-04 10:03:41.000,drone_002,CRUISING,80.3,186.29
2026-06-04 10:03:42.000,drone_001,CRUISING,85.2,194.75
2026-06-04 10:03:42.000,drone_002,CRUISING,80.2,179.99
2026-06-04 10:03:43.000,drone_001,CRUISING,85.1,203.55
2026-06-04 10:03:43.000,drone_002,CRUISING,80.1,172.52
2026-06-04 10:03:44.000,drone_001,CRUISING,85.1,202.23
2026-06-04 10:03:44.000,drone_002,CRUISING,80.1,186.68
2026-06-04 10:03:45.000,drone_001,CRUISING,85.0,208.71
2026-06-04 10:03:45.000,drone_002,CRUISING,80.0,185.77
2026-06-04 10:03:46.000,drone_001,CRUISING,84.9,208.09
2026-06-04 10:03:46.000,drone_002,CRUISING,79.9,185.45
2026-06-04 10:03:47.000,drone_001,CRUISING,84.9,192.4
2026-06-04 10:03:47.000,drone_002,CRUISING,79.9,175.55
2026-06-04 10:03:48.000,drone_001,CRUISING,84.8,206.42
2026-06-04 10:03:48.000,drone_002,CRUISING,79.8,171.17
2026-06-04 10:03:49.000,drone_001,CRUISING,84.7,200.65
2026-06-04 10:03:49.000,drone_002,CRUISING,79.7,172.33
2026-06-04 10:03:50.000,drone_001,CRUISING,84.7,197.18
2026-06-04 10:03:50.000,drone_002,CRUISING,79.7,173.9
2026-06-04 10:03:51.000,drone_001,CRUISING,84.6,206.47
2026-06-04 10:03:51.000,drone_002,CRUISING,79.6,176.35
2026-06-04 10:03:52.000,drone_001,CRUISING,84.5,204.3
2026-06-04 10:03:52.000,drone_002,CRUISING,79.5,172.2
2026-06-04 10:03:53.000,drone_001,CRUISING,84.5,197.47
2026-06-04 10:03:53.000,drone_002,CRUISING,79.5,186.12
2026-06-04 10:03:54.000,drone_001,CRUISING,84.4,193.36
2026-06-04 10:03:54.000,drone_002,CRUISING,79.4,171.65
2026-06-04 10:03:55.000,drone_001,CRUISING,84.3,204.63
2026-06-04 10:03:55.000,drone_002,CRUISING,79.3,171.86
2026-06-04 10:03:56.000,drone_001,CRUISING,84.3,201.46
2026-06-04 10:03:56.000,drone_002,CRUISING,79.3,174.8
2026-06-04 10:03:57.000,drone_001,CRUISING,84.2,203.76
2026-06-04 10:03:57.000,drone_002,CRUISING,79.2,180.81
2026-06-04 10:03:58.000,drone_001,HOVER,84.1,192.0
2026-06-04 10:03:58.000,drone_002,CRUISING,79.1,177.5
2026-06-04 10:03:59.000,drone_001,CRUISING,84.1,190.23
2026-06-04 10:03:59.000,drone_002,CRUISING,79.1,181.74
2026-06-04 10:04:00.000,drone_001,CRUISING,84.0,191.01
2026-06-04 10:04:00.000,drone_002,CRUISING,79.0,171.28
2026-06-04 10:04:01.000,drone_001,CRUISING,83.9,200.6
2026-06-04 10:04:01.000,drone_002,CRUISING,78.9,172.33
2026-06-04 10:04:02.000,drone_001,CRUISING,83.9,203.94
2026-06-04 10:04:02.000,drone_002,CRUISING,78.9,179.53
2026-06-04 10:04:03.000,drone_001,CRUISING,83.8,204.76
2026-06-04 10:04:03.000,drone_002,CRUISING,78.8,185.41
2026-06-04 10:04:04.000,drone_001,CRUISING,83.7,207.01
2026-06-04 10:04:04.000,drone_002,CRUISING,78.7,184.23
2026-06-04 10:04:05.000,drone_001,CRUISING,83.7,201.88
2026-06-04 10:04:05.000,drone_002,CRUISING,78.7,172.14
2026-06-04 10:04:06.000,drone_001,CRUISING,83.6,206.99
2026-06-04 10:04:06.000,drone_002,CRUISING,78.6,179.41
2026-06-04 10:04:07.000,drone_001,CRUISING,83.5,209.31
2026-06-04 10:04:07.000,drone_002,CRUISING,78.5,176.2
2026-06-04 10:04:08.000,drone_001,CRUISING,83.5,203.96
2026-06-04 10:04:08.000,drone_002,CRUISING,78.5,179.51
2026-06-04 10:04:09.000,drone_001,CRUISING,83.4,203.3
2026-06-04 10:04:09.000,drone_002,CRUISING,78.4,177.25
2026-06-04 10:04:10.000,drone_001,CRUISING,83.3,209.15
2026-06-04 10:04:10.000,drone_002,CRUISING,78.3,185.61
2026-06-04 10:04:11.000,drone_001,CRUISING,83.3,207.47
2026-06-04 10:04:11.000,drone_002,CRUISING,78.3,180.71
2026-06-04 10:04:12.000,drone_001,CRUISING,83.2,203.87
2026-06-04 10:04:12.000,drone_002,CRUISING,78.2,185.89
2026-06-04 10:04:13.000,drone_001,CRUISING,83.1,201.71
2026-06-04 10:04:13.000,drone_002,CRUISING,78.1,177.45
2026-06-04 10:04:14.000,drone_001,CRUISING,83.1,207.96
2026-06-04 10:04:14.000,drone_002,CRUISING,78.1,186.48
2026-06-04 10:04:15.000,drone_001,CRUISING,83.0,203.51
2026-06-04 10:04:15.000,drone_002,CRUISING,78.0,182.76
2026-06-04 10:04:16.000,drone_001,CRUISING,82.9,193.24
2026-06-04 10:04:16.000,drone_002,CRUISING,77.9,181.48
2026-06-04 10:04:17.000,drone_001,CRUISING,82.9,202.04
2026-06-04 10:04:17.000,drone_002,CRUISING,77.9,188.01
2026-06-04 10:04:18.000,drone_001,CRUISING,82.8,200.81
2026-06-04 10:04:18.000,drone_002,CRUISING,77.8,186.18
2026-06-04 10:04:19.000,drone_001,CRUISING,82.7,206.57
2026-06-04 10:04:19.000,drone_002,CRUISING,77.7,183.11
2026-06-04 10:04:20.000,drone_001,CRUISING,82.7,197.62
2026-06-04 10:04:20.000,drone_002,CRUISING,77.7,171.57
2026-06-04 10:04:21.000,drone_001,CRUISING,82.6,206.52
2026-06-04 10:04:21.000,drone_002,CRUISING,77.6,182.31
2026-06-04 10:04:22.000,drone_001,CRUISING,82.5,205.27
2026-06-04 10:04:22.000,drone_002,CRUISING,77.5,178.96
2026-06-04 10:04:23.000,drone_001,CRUISING,82.5,197.66
2026-06-04 10:04:23.000,drone_002,CRUISING,77.5,188.48
2026-06-04 10:04:24.000,drone_001,CRUISING,82.4,193.4
2026-06-04 10:04:24.000,drone_002,CRUISING,77.4,188.88
2026-06-04 10:04:25.000,drone_001,CRUISING,82.3,196.71
2026-06-04 10:04:25.000,drone_002,CRUISING,77.3,176.91
2026-06-04 10:04:26.000,drone_001,CRUISING,82.3,191.45
2026-06-04 10:04:26.000,drone_002,CRUISING,77.3,179.43
2026-06-04 10:04:27.000,drone_001,CRUISING,82.2,198.4
2026-06-04 10:04:27.000,drone_002,CRUISING,77.2,178.81
2026-06-04 10:04:28.000,drone_001,CRUISING,82.1,203.38
2026-06-04 10:04:28.000,drone_002,CRUISING,77.1,175.31
2026-06-04 10:04:29.000,drone_001,CRUISING,82.1,205.6
2026-06-04 10:04:29.000,drone_002,CRUISING,77.1,173.28
2026-06-04 10:04:30.000,drone_001,HOVER,82.0,195.76
2026-06-04 10:04:30.000,drone_002,CRUISING,77.0,178.41
2026-06-04 10:04:31.000,drone_001,CRUISING,81.9,193.93
2026-06-04 10:04:31.000,drone_002,CRUISING,76.9,177.39
2026-06-04 10:04:32.000,drone_001,CRUISING,81.9,194.94
2026-06-04 10:04:32.000,drone_002,CRUISING,76.9,182.36
2026-06-04 10:04:33.000,drone_001,CRUISING,81.8,208.66
2026-06-04 10:04:33.000,drone_002,CRUISING,76.8,177.24
2026-06-04 10:04:34.000,drone_001,CRUISING,81.7,194.78
2026-06-04 10:04:34.000,drone_002,CRUISING,76.7,178.36
2026-06-04 10:04:35.000,drone_001,CRUISING,81.7,203.43
2026-06-04 10:04:35.000,drone_002,CRUISING,76.7,180.76
2026-06-04 10:04:36.000,drone_001,CRUISING,81.6,208.19
2026-06-04 10:04:36.000,drone_002,CRUISING,76.6,180.95
2026-06-04 10:04:37.000,drone_001,CRUISING,81.5,206.18
2026-06-04 10:04:37.000,drone_002,CRUISING,76.5,184.7
2026-06-04 10:04:38.000,drone_001,CRUISING,81.5,192.4
2026-06-04 10:04:38.000,drone_002,CRUISING,76.5,181.33
2026-06-04 10:04:39.000,drone_001,CRUISING,81.4,207.46
2026-06-04 10:04:39.000,drone_002,CRUISING,76.4,172.72
2026-06-04 10:04:40.000,drone_001,CRUISING,81.3,199.22
2026-06-04 10:04:40.000,drone_002,CRUISING,76.3,178.69
2026-06-04 10:04:41.000,drone_001,CRUISING,81.3,195.41
2026-06-04 10:04:41.000,drone_002,CRUISING,76.3,171.45
2026-06-04 10:04:42.000,drone_001,CRUISING,81.2,200.11
2026-06-04 10:04:42.000,drone_002,CRUISING,76.2,186.46
2026-06-04 10:04:43.000,drone_001,CRUISING,81.1,195.13
2026-06-04 10:04:43.000,drone_002,CRUISING,76.1,186.06
2026-06-04 10:04:44.000,drone_001,CRUISING,81.1,198.61
2026-06-04 10:04:44.000,drone_002,HOVER,76.1,177.53
2026-06-04 10:04:45.000,drone_001,CRUISING,81.0,207.23
2026-06-04 10:04:45.000,drone_002,CRUISING,76.0,178.7
2026-06-04 10:04:46.000,drone_001,CRUISING,80.9,196.75
2026-06-04 10:04:46.000,drone_002,CRUISING,75.9,188.8
2026-06-04 10:04:47.000,drone_001,CRUISING,80.9,193.29
2026-06-04 10:04:47.000,drone_002,CRUISING,75.9,181.36
2026-06-04 10:04:48.000,drone_001,CRUISING,80.8,195.68
2026-06-04 10:04:48.000,drone_002,CRUISING,75.8,181.93
2026-06-04 10:04:49.000,drone_001,CRUISING,80.7,200.94
2026-06-04 10:04:49.000,drone_002,CRUISING,75.7,185.23
2026-06-04 10:04:50.000,drone_001,CRUISING,80.7,202.55
2026-06-04 10:04:50.000,drone_002,CRUISING,75.7,180.79
2026-06-04 10:04:51.000,drone_001,CRUISING,80.6,193.93
2026-06-04 10:04:51.000,drone_002,CRUISING,75.6,179.24
2026-06-04 10:04:52.000,drone_001,CRUISING,80.5,190.51
2026-06-04 10:04:52.000,drone_002,CRUISING,75.5,177.21
2026-06-04 10:04:53.000,drone_001,CRUISING,80.5,208.52
2026-06-04 10:04:53.000,drone_002,CRUISING,75.5,177.99
2026-06-04 10:04:54.000,drone_001,CRUISING,80.4,190.99
2026-06-04 10:04:54.000,drone_002,CRUISING,75.4,174.69
2026-06-04 10:04:55.000,drone_001,CRUISING,80.3,205.24
2026-06-04 10:04:55.000,drone_002,CRUISING,75.3,182.72
2026-06-04 10:04:56.000,drone_001,CRUISING,80.3,199.01
2026-06-04 10:04:56.000,drone_002,CRUISING,75.3,186.28
2026-06-04 10:04:57.000,drone_001,CRUISING,80.2,199.5
2026-06-04 10:04:57.000,drone_002,CRUISING,75.2,188.06
2026-06-04 10:04:58.000,drone_001,CRUISING,80.1,204.63
2026-06-04 10:04:58.000,drone_002,CRUISING,75.1,179.02
2026-06-04 10:04:59.000,drone_001,CRUISING,80.1,207.39
2026-06-04 10:04:59.000,drone_002,CRUISING,75.1,173.73
2026-06-04 10:05:00.000,drone_001,CRUISING,80.0,201.19
2026-06-04 10:05:00.000,drone_002,CRUISING,75.0,179.46
2026-06-04 10:05:01.000,drone_001,CRUISING,79.9,202.34
2026-06-04 10:05:01.000,drone_002,CRUISING,74.9,181.06
2026-06-04 10:05:02.000,drone_001,CRUISING,79.9,193.95
2026-06-04 10:05:02.000,drone_002,CRUISING,74.9,187.1
2026-06-04 10:05:03.000,drone_001,CRUISING,79.8,199.7
2026-06-04 10:05:03.000,drone_002,CRUISING,74.8,188.73
2026-06-04 10:05:04.000,drone_001,CRUISING,79.7,190.73
2026-06-04 10:05:04.000,drone_002,CRUISING,74.7,181.81
2026-06-04 10:05:05.000,drone_001,CRUISING,79.7,197.34
2026-06-04 10:05:05.000,drone_002,CRUISING,74.7,176.49
2026-06-04 10:05:06.000,drone_001,CRUISING,79.6,208.26
2026-06-04 10:05:06.000,drone_002,CRUISING,74.6,180.93
2026-06-04 10:05:07.000,drone_001,CRUISING,79.5,201.51
2026-06-04 10:05:07.000,drone_002,CRUISING,74.5,178.22
2026-06-04 10:05:08.000,drone_001,CRUISING,79.5,203.53
2026-06-04 10:05:08.000,drone_002,CRUISING,74.5,187.9
2026-06-04 10:05:09.000,drone_001,CRUISING,79.4,198.51
2026-06-04 10:05:09.000,drone_002,CRUISING,74.4,188.18
2026-06-04 10:05:10.000,drone_001,CRUISING,79.3,205.31
2026-06-04 10:05:10.000,drone_002,CRUISING,74.3,185.98
2026-06-04 10:05:11.000,drone_001,CRUISING,79.3,207.39
2026-06-04 10:05:11.000,drone_002,CRUISING,74.3,182.71
2026-06-04 10:05:12.000,drone_001,CRUISING,79.2,201.67
2026-06-04 10:05:12.000,drone_002,CRUISING,74.2,174.93
2026-06-04 10:05:13.000,drone_001,CRUISING,79.1,209.58
2026-06-04 10:05:13.000,drone_002,CRUISING,74.1,184.43
2026-06-04 10:05:14.000,drone_001,CRUISING,79.1,207.26
2026-06-04 10:05:14.000,drone_002,CRUISING,74.1,172.38
2026-06-04 10:05:15.000,drone_001,CRUISING,79.0,207.16
2026-06-04 10:05:15.000,drone_002,CRUISING,74.0,187.69
2026-06-04 10:05:16.000,drone_001,CRUISING,78.9,193.58
2026-06-04 10:05:16.000,drone_002,CRUISING,73.9,183.97
2026-06-04 10:05:17.000,drone_001,HOVER,78.9,205.67
2026-06-04 10:05:17.000,drone_002,CRUISING,73.9,183.32
2026-06-04 10:05:18.000,drone_001,CRUISING,78.8,195.65
2026-06-04 10:05:18.000,drone_002,CRUISING,73.8,184.55
2026-06-04 10:05:19.000,drone_001,CRUISING,78.7,190.28
2026-06-04 10:05:19.000,drone_002,CRUISING,73.7,188.62
2026-06-04 10:05:20.000,drone_001,CRUISING,78.7,200.3
2026-06-04 10:05:20.000,drone_002,CRUISING,73.7,175.28
2026-06-04 10:05:21.000,drone_001,CRUISING,78.6,206.2
2026-06-04 10:05:21.000,drone_002,CRUISING,73.6,182.34
2026-06-04 10:05:22.000,drone_001,CRUISING,78.5,204.36
2026-06-04 10:05:22.000,drone_002,CRUISING,73.5,184.01
2026-06-04 10:05:23.000,drone_001,CRUISING,78.5,204.73
2026-06-04 10:05:23.000,drone_002,CRUISING,73.5,171.48
2026-06-04 10:05:24.000,drone_001,CRUISING,78.4,209.67
2026-06-04 10:05:24.000,drone_002,CRUISING,73.4,184.04
2026-06-04 10:05:25.000,drone_001,CRUISING,78.3,192.68
2026-06-04 10:05:25.000,drone_002,CRUISING,73.3,172.68
2026-06-04 10:05:26.000,drone_001,CRUISING,78.3,209.53
2026-06-04 10:05:26.000,drone_002,CRUISING,73.3,175.39
2026-06-04 10:05:27.000,drone_001,CRUISING,78.2,191.22
2026-06-04 10:05:27.000,drone_002,CRUISING,73.2,175.2
2026-06-04 10:05:28.000,drone_001,CRUISING,78.1,202.19
2026-06-04 10:05:28.000,drone_002,CRUISING,73.1,184.52
2026-06-04 10:05:29.000,drone_001,CRUISING,78.1,194.66
2026-06-04 10:05:29.000,drone_002,CRUISING,73.1,182.89
2026-06-04 10:05:30.000,drone_001,CRUISING,78.0,192.28
2026-06-04 10:05:30.000,drone_002,CRUISING,73.0,183.35
2026-06-04 10:05:31.000,drone_001,CRUISING,77.9,203.83
2026-06-04 10:05:31.000,drone_002,CRUISING,72.9,184.16
2026-06-04 10:05:32.000,drone_001,CRUISING,77.9,208.86
2026-06-04 10:05:32.000,drone_002,CRUISING,72.9,178.73
2026-06-04 10:05:33.000,drone_001,CRUISING,77.8,202.95
2026-06-04 10:05:33.000,drone_002,CRUISING,72.8,172.97
2026-06-04 10:05:34.000,drone_001,CRUISING,77.7,196.23
2026-06-04 10:05:34.000,drone_002,CRUISING,72.7,181.56
2026-06-04 10:05:35.000,drone_001,CRUISING,77.7,207.39
2026-06-04 10:05:35.000,drone_002,CRUISING,72.7,183.74
2026-06-04 10:05:36.000,drone_001,CRUISING,77.6,192.04
2026-06-04 10:05:36.000,drone_002,CRUISING,72.6,184.29
2026-06-04 10:05:37.000,drone_001,CRUISING,77.5,190.35
2026-06-04 10:05:37.000,drone_002,CRUISING,72.5,178.71
2026-06-04 10:05:38.000,drone_001,CRUISING,77.5,192.52
2026-06-04 10:05:38.000,drone_002,CRUISING,72.5,186.06
2026-06-04 10:05:39.000,drone_001,CRUISING,77.4,202.81
2026-06-04 10:05:39.000,drone_002,CRUISING,72.4,187.16
2026-06-04 10:05:40.000,drone_001,CRUISING,77.3,194.66
2026-06-04 10:05:40.000,drone_002,CRUISING,72.3,188.27
2026-06-04 10:05:41.000,drone_001,CRUISING,77.3,207.92
2026-06-04 10:05:41.000,drone_002,CRUISING,72.3,173.02
2026-06-04 10:05:42.000,drone_001,CRUISING,77.2,192.61
2026-06-04 10:05:42.000,drone_002,CRUISING,72.2,175.92
2026-06-04 10:05:43.000,drone_001,CRUISING,77.1,206.65
2026-06-04 10:05:43.000,drone_002,CRUISING,72.1,187.05
2026-06-04 10:05:44.000,drone_001,CRUISING,77.1,205.24
2026-06-04 10:05:44.000,drone_002,CRUISING,72.1,187.27
2026-06-04 10:05:45.000,drone_001,CRUISING,77.0,202.54
2026-06-04 10:05:45.000,drone_002,CRUISING,72.0,171.63
2026-06-04 10:05:46.000,drone_001,CRUISING,76.9,192.71
2026-06-04 10:05:46.000,drone_002,CRUISING,71.9,181.58
2026-06-04 10:05:47.000,drone_001,CRUISING,76.9,208.58
2026-06-04 10:05:47.000,drone_002,CRUISING,71.9,172.89
2026-06-04 10:05:48.000,drone_001,CRUISING,76.8,206.32
2026-06-04 10:05:48.000,drone_002,CRUISING,71.8,176.88
2026-06-04 10:05:49.000,drone_001,CRUISING,76.7,196.4
2026-06-04 10:05:49.000,drone_002,CRUISING,71.7,180.83
2026-06-04 10:05:50.000,drone_001,CRUISING,76.7,206.26
2026-06-04 10:05:50.000,drone_002,CRUISING,71.7,185.24
2026-06-04 10:05:51.000,drone_001,CRUISING,76.6,197.17
2026-06-04 10:05:51.000,drone_002,CRUISING,71.6,186.03
2026-06-04 10:05:52.000,drone_001,CRUISING,76.5,208.3
2026-06-04 10:05:52.000,drone_002,CRUISING,71.5,171.14
2026-06-04 10:05:53.000,drone_001,CRUISING,76.5,198.13
2026-06-04 10:05:53.000,drone_002,CRUISING,71.5,185.26
2026-06-04 10:05:54.000,drone_001,CRUISING,76.4,202.29
2026-06-04 10:05:54.000,drone_002,CRUISING,71.4,174.78
2026-06-04 10:05:55.000,drone_001,HOVER,76.3,196.77
2026-06-04 10:05:55.000,drone_002,CRUISING,71.3,173.73
2026-06-04 10:05:56.000,drone_001,CRUISING,76.3,198.01
2026-06-04 10:05:56.000,drone_002,CRUISING,71.3,183.39
2026-06-04 10:05:57.000,drone_001,HOVER,76.2,202.9
2026-06-04 10:05:57.000,drone_002,CRUISING,71.2,186.68
2026-06-04 10:05:58.000,drone_001,CRUISING,76.1,199.71
2026-06-04 10:05:58.000,drone_002,CRUISING,71.1,171.81
2026-06-04 10:05:59.000,drone_001,CRUISING,76.1,199.1
2026-06-04 10:05:59.000,drone_002,CRUISING,71.1,177.79
2026-06-04 10:06:00.000,drone_001,CRUISING,76.0,205.78
2026-06-04 10:06:00.000,drone_002,CRUISING,71.0,174.46
2026-06-04 10:06:01.000,drone_001,CRUISING,75.9,206.29
2026-06-04 10:06:01.000,drone_002,CRUISING,70.9,172.21
2026-06-04 10:06:02.000,drone_001,CRUISING,75.9,199.84
2026-06-04 10:06:02.000,drone_002,CRUISING,70.9,182.76
2026-06-04 10:06:03.000,drone_001,CRUISING,75.8,201.03
2026-06-04 10:06:03.000,drone_002,CRUISING,70.8,187.37
2026-06-04 10:06:04.000,drone_001,CRUISING,75.7,194.1
2026-06-04 10:06:04.000,drone_002,CRUISING,70.7,177.09
2026-06-04 10:06:05.000,drone_001,CRUISING,75.7,208.47
2026-06-04 10:06:05.000,drone_002,CRUISING,70.7,188.02
2026-06-04 10:06:06.000,drone_001,CRUISING,75.6,200.79
2026-06-04 10:06:06.000,drone_002,CRUISING,70.6,174.61
2026-06-04 10:06:07.000,drone_001,CRUISING,75.5,201.6
2026-06-04 10:06:07.000,drone_002,CRUISING,70.5,185.08
2026-06-04 10:06:08.000,drone_001,CRUISING,75.5,191.12
2026-06-04 10:06:08.000,drone_002,CRUISING,70.5,182.43
2026-06-04 10:06:09.000,drone_001,CRUISING,75.4,192.71
2026-06-04 10:06:09.000,drone_002,CRUISING,70.4,187.35
2026-06-04 10:06:10.000,drone_001,CRUISING,75.3,198.05
2026-06-04 10:06:10.000,drone_002,CRUISING,70.3,187.46
2026-06-04 10:06:11.000,drone_001,CRUISING,75.3,193.81
2026-06-04 10:06:11.000,drone_002,CRUISING,70.3,171.12
2026-06-04 10:06:12.000,drone_001,CRUISING,75.2,207.34
2026-06-04 10:06:12.000,drone_002,CRUISING,70.2,180.4
2026-06-04 10:06:13.000,drone_001,CRUISING,75.1,202.39
2026-06-04 10:06:13.000,drone_002,CRUISING,70.1,178.03
2026-06-04 10:06:14.000,drone_001,CRUISING,75.1,195.11
2026-06-04 10:06:14.000,drone_002,CRUISING,70.1,188.08
2026-06-04 10:06:15.000,drone_001,CRUISING,75.0,192.86
2026-06-04 10:06:15.000,drone_002,CRUISING,70.0,188.53
2026-06-04 10:06:16.000,drone_001,CRUISING,74.9,197.52
2026-06-04 10:06:16.000,drone_002,CRUISING,69.9,182.74
2026-06-04 10:06:17.000,drone_001,CRUISING,74.9,202.36
2026-06-04 10:06:17.000,drone_002,CRUISING,69.9,183.3
2026-06-04 10:06:18.000,drone_001,CRUISING,74.8,199.21
2026-06-04 10:06:18.000,drone_002,CRUISING,69.8,178.07
2026-06-04 10:06:19.000,drone_001,CRUISING,74.7,208.42
2026-06-04 10:06:19.000,drone_002,CRUISING,69.7,183.55
2026-06-04 10:06:20.000,drone_001,CRUISING,74.7,200.07
2026-06-04 10:06:20.000,drone_002,CRUISING,69.7,180.77
2026-06-04 10:06:21.000,drone_001,CRUISING,74.6,191.76
2026-06-04 10:06:21.000,drone_002,CRUISING,69.6,173.21
2026-06-04 10:06:22.000,drone_001,CRUISING,74.5,200.24
2026-06-04 10:06:22.000,drone_002,CRUISING,69.5,179.83
2026-06-04 10:06:23.000,drone_001,CRUISING,74.5,191.16
2026-06-04 10:06:23.000,drone_002,CRUISING,69.5,188.3
2026-06-04 10:06:24.000,drone_001,CRUISING,74.4,192.52
2026-06-04 10:06:24.000,drone_002,CRUISING,69.4,180.3
2026-06-04 10:06:25.000,drone_001,CRUISING,74.3,195.3
2026-06-04 10:06:25.000,drone_002,CRUISING,69.3,187.35
2026-06-04 10:06:26.000,drone_001,CRUISING,74.3,201.85
2026-06-04 10:06:26.000,drone_002,CRUISING,69.3,175.88
2026-06-04 10:06:27.000,drone_001,CRUISING,74.2,194.44
2026-06-04 10:06:27.000,drone_002,CRUISING,69.2,188.34
2026-06-04 10:06:28.000,drone_001,CRUISING,74.1,209.62
2026-06-04 10:06:28.000,drone_002,CRUISING,69.1,188.11
2026-06-04 10:06:29.000,drone_001,CRUISING,74.1,199.2
2026-06-04 10:06:29.000,drone_002,CRUISING,69.1,172.73
2026-06-04 10:06:30.000,drone_001,CRUISING,74.0,205.22
2026-06-04 10:06:30.000,drone_002,CRUISING,69.0,176.86
2026-06-04 10:06:31.000,drone_001,HOVER,73.9,201.24
2026-06-04 10:06:31.000,drone_002,CRUISING,68.9,176.59
2026-06-04 10:06:32.000,drone_001,CRUISING,73.9,193.82
2026-06-04 10:06:32.000,drone_002,CRUISING,68.9,175.39
2026-06-04 10:06:33.000,drone_001,CRUISING,73.8,197.32
2026-06-04 10:06:33.000,drone_002,CRUISING,68.8,172.44
2026-06-04 10:06:34.000,drone_001,CRUISING,73.7,200.03
2026-06-04 10:06:34.000,drone_002,CRUISING,68.7,178.94
2026-06-04 10:06:35.000,drone_001,CRUISING,73.7,203.32
2026-06-04 10:06:35.000,drone_002,CRUISING,68.7,180.68
2026-06-04 10:06:36.000,drone_001,CRUISING,73.6,207.97
2026-06-04 10:06:36.000,drone_002,CRUISING,68.6,179.52
2026-06-04 10:06:37.000,drone_001,CRUISING,73.5,196.93
2026-06-04 10:06:37.000,drone_002,CRUISING,68.5,181.16
2026-06-04 10:06:38.000,drone_001,CRUISING,73.5,207.29
2026-06-04 10:06:38.000,drone_002,CRUISING,68.5,179.97
2026-06-04 10:06:39.000,drone_001,CRUISING,73.4,206.18
2026-06-04 10:06:39.000,drone_002,CRUISING,68.4,185.25
2026-06-04 10:06:40.000,drone_001,CRUISING,73.3,204.18
2026-06-04 10:06:40.000,drone_002,CRUISING,68.3,180.49
2026-06-04 10:06:41.000,drone_001,CRUISING,73.3,209.23
2026-06-04 10:06:41.000,drone_002,CRUISING,68.3,183.1
2026-06-04 10:06:42.000,drone_001,CRUISING,73.2,209.86
2026-06-04 10:06:42.000,drone_002,CRUISING,68.2,188.89
2026-06-04 10:06:43.000,drone_001,CRUISING,73.1,192.26
2026-06-04 10:06:43.000,drone_002,HOVER,68.1,187.22
2026-06-04 10:06:44.000,drone_001,CRUISING,73.1,208.77
2026-06-04 10:06:44.000,drone_002,CRUISING,68.1,178.69
2026-06-04 10:06:45.000,drone_001,CRUISING,73.0,191.14
2026-06-04 10:06:45.000,drone_002,CRUISING,68.0,186.53
2026-06-04 10:06:46.000,drone_001,CRUISING,72.9,199.64
2026-06-04 10:06:46.000,drone_002,CRUISING,67.9,185.81
2026-06-04 10:06:47.000,drone_001,CRUISING,72.9,201.98
2026-06-04 10:06:47.000,drone_002,CRUISING,67.9,175.66
2026-06-04 10:06:48.000,drone_001,CRUISING,72.8,200.06
2026-06-04 10:06:48.000,drone_002,CRUISING,67.8,174.64
